,Breakout Date,Breakout Price,Symbol,Entry Date,Entry Price,Exit Date,Exit Price,Exit On,Holding Duration,Stop Loss,Stocks Purchased,initial-investment,Profit/Loss,Final amount,Date,Day 1 Total Amount,Day 2 Total Amount,Day 3 Total Amount,Day 4 Total Amount,Day 5 Total Amount,Day 6 Total Amount,Day 7 Total Amount,Day 8 Total Amount,Day 9 Total Amount,Day 10 Total Amount,Day 11 Total Amount,Day 12 Total Amount,Day 13 Total Amount,Day 14 Total Amount,Day 15 Total Amount,Day 16 Total Amount,Day 17 Total Amount,Day 18 Total Amount,Day 19 Total Amount,Day 20 Total Amount,Day 21 Total Amount,Day 22 Total Amount,Day 23 Total Amount,Day 24 Total Amount,Day 25 Total Amount,Day 26 Total Amount,Day 27 Total Amount,Day 28 Total Amount,Day 29 Total Amount,Day 30 Total Amount,Day 31 Total Amount,Day 32 Total Amount,Day 33 Total Amount,Day 34 Total Amount,Day 35 Total Amount,Day 36 Total Amount,Day 37 Total Amount,Day 38 Total Amount,Day 39 Total Amount,Day 40 Total Amount
74,2023-06-13,1101.8,CHOLAFIN.NS,2023-06-19,1132.25,2023-08-03,1075.6375,Stop Loss,33.0,1075.6375,22.0,25000,-1245.474999999999,23754.525,2023-06-13,25000,24772.300000000003,25046.199999999997,24294.9,24073.800000000003,23797.699999999997,24155.199999999997,24895.5,25214.5,25811.800000000003,26210.0,26192.4,25731.5,25979.0,25420.199999999997,24994.5,25358.6,25408.1,25706.199999999997,25712.800000000003,25301.4,25837.1,25578.6,25055.0,25288.199999999997,24893.300000000003,25204.6,25081.4,25117.699999999997,24996.699999999997,24960.4,24277.300000000003,23754.525,23754.525,23754.525,23754.525,23754.525,23754.525,23754.525,23754.525
75,2023-05-25,945.45,CIPLA.NS,2023-05-31,953.05,2023-07-26,1068.5,40th Day,40.0,905.3974999999999,26.0,25000,3001.700000000001,28001.7,2023-05-25,25000,25304.2,25332.800000000003,25565.5,25494.0,25192.4,25321.1,25421.2,25179.4,25739.7,25666.9,26173.9,26378.0,26513.2,26510.6,26452.1,26176.499999999996,25945.1,26790.1,26461.2,26478.1,26609.4,26267.5,26528.800000000003,26501.5,26773.2,26757.6,26654.9,26943.5,26797.9,26758.9,27024.100000000002,27069.600000000002,27021.5,27151.5,27691.0,27493.4,27493.4,27644.2,28001.7
76,2023-01-19,223.95,COALINDIA.NS,2023-01-25,226.15,2023-02-09,214.8425,Stop Loss,11.0,214.8425,110.0,25000,-1243.8250000000005,23756.175,2023-01-19,25000,24587.5,24967.0,24857.0,24395.0,24065.0,24202.5,24279.5,24290.5,23828.5,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175,23756.175
77,2023-03-02,222.85,COALINDIA.NS,2023-03-09,224.8,2023-03-23,213.56,Stop Loss,11.0,213.56,111.0,25000,-1247.640000000001,23752.36,2023-03-02,25000,24950.05,24556.0,24583.75,24456.1,24561.549999999996,24650.35,24139.75,24139.75,23795.649999999998,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36,23752.36
78,2023-04-03,220.15,COALINDIA.NS,2023-04-11,223.65,2023-06-07,230.7,40th Day,40.0,212.4675,111.0,25000,782.5499999999981,25782.55,2023-04-03,25000,25449.55,25205.350000000002,25660.45,25949.05,25749.25,25654.9,25710.4,25876.9,25732.6,25677.1,25899.1,26048.949999999997,26381.949999999997,26470.75,26531.8,26526.25,26021.199999999997,26409.699999999997,26431.899999999998,26387.499999999996,26265.399999999998,26559.549999999996,26920.299999999996,26992.449999999997,26770.449999999997,26803.75,26670.55,26737.15,26925.85,26820.4,26981.35,27491.949999999997,27292.149999999998,26953.599999999995,25743.699999999993,25804.749999999996,25671.549999999996,25460.649999999998,25782.549999999996
79,2023-06-30,231.0,COALINDIA.NS,2023-07-06,234.6,2023-08-31,230.05,40th Day,40.0,222.86999999999998,106.0,25000,-482.2999999999982,24517.7,2023-06-30,25000,24936.4,24909.9,24936.4,24978.800000000003,24501.800000000003,24623.700000000004,24533.600000000002,24326.900000000005,24364.000000000004,24485.900000000005,24406.400000000005,24613.100000000002,24507.100000000002,24565.400000000005,24411.700000000008,24205.000000000007,24432.90000000001,25609.500000000007,24994.700000000008,24517.700000000008,24909.900000000005,24825.100000000002,24538.900000000005,25015.900000000005,25031.800000000007,25031.800000000007,24925.800000000007,24835.700000000008,24756.200000000008,24242.100000000006,24523.000000000007,24591.90000000001,24607.80000000001,24432.90000000001,24268.600000000006,24454.100000000006,24507.100000000006,24379.90000000001,24517.70000000001
80,2023-01-17,556.55,DABUR.NS,2023-01-23,564.4,2023-02-03,536.18,Stop Loss,9.0,536.18,44.0,25000,-1241.6800000000012,23758.32,2023-01-17,25000,25112.200000000004,24951.6,24896.6,24720.6,24707.4,24892.200000000004,24562.200000000004,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32,23758.32
81,2023-05-26,542.1,DABUR.NS,2023-06-01,556.9,2023-07-27,573.8,40th Day,40.0,529.055,44.0,25000,743.599999999999,25743.6,2023-05-26,25000,25013.200000000004,24795.4,24586.4,24982.4,24788.800000000003,24694.200000000004,24854.800000000003,25156.200000000004,25239.800000000003,25534.6,25616.0,25539.0,25668.800000000003,25448.800000000003,25253.0,25283.800000000003,25556.6,25602.800000000003,25756.800000000003,25706.200000000004,26115.4,26001.0,26564.200000000004,26542.200000000004,25673.200000000004,25695.200000000004,26089.0,26166.0,25915.200000000004,26302.4,26115.4,25884.4,25776.6,25950.4,25365.200000000004,25369.6,25503.800000000003,25796.4,25743.6
82,2023-06-14,562.35,DABUR.NS,2023-06-20,572.1,2023-08-16,565.35,40th Day,40.0,543.495,43.0,25000,-290.25,24709.75,2023-06-14,25000,24785.0,24593.649999999998,24623.75,24890.35,24935.5,25086.0,25036.55,25436.449999999997,25324.649999999998,25875.05,25853.55,25004.3,25025.8,25410.649999999998,25485.899999999998,25240.8,25619.199999999997,25436.449999999997,25210.699999999997,25105.349999999995,25275.199999999997,24703.3,24707.599999999995,24838.749999999996,25124.699999999997,25073.099999999995,25412.8,25150.5,24855.95,24722.65,24266.850000000002,24896.800000000007,24707.600000000002,24582.9,25002.15,24976.350000000002,24615.15,24688.250000000004,24709.750000000004
83,2023-04-12,3212.1,DIVISLAB.NS,2023-04-19,3342.6,2023-05-18,3175.47,Stop Loss,21.0,3175.47,7.0,25000,-1169.9100000000008,23830.09,2023-04-12,25000,24023.5,24223.350000000002,23951.75,24186.95,24141.800000000003,24270.95,24477.100000000002,24377.7,24483.050000000003,24579.650000000005,24637.400000000005,24605.900000000005,25284.200000000004,25578.550000000007,24906.200000000004,24807.15000000001,24537.300000000007,24557.950000000004,24477.800000000007,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09,23830.09
84,2023-03-17,375.25,DLF.NS,2023-03-23,367.65,2023-03-27,349.2675,Stop Loss,3.0,349.2675,67.0,25000,-1231.6274999999996,23768.3725,2023-03-17,25000,24102.2,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725,23768.3725
85,2023-04-05,367.05,DLF.NS,2023-04-12,406.55,2023-06-08,484.75,40th Day,40.0,386.22249999999997,61.0,25000,4770.199999999999,29770.199999999997,2023-04-05,25000,25402.6,25536.800000000003,26055.300000000003,25924.15,25481.9,24969.500000000004,25280.600000000002,25219.600000000002,25613.050000000007,25921.100000000002,26198.65,26079.7,26281.0,26113.25,26259.649999999998,26817.8,26552.449999999997,26689.699999999997,26601.249999999996,26793.399999999994,28757.599999999995,28977.199999999997,28861.3,28257.399999999998,28986.35,29367.6,28739.300000000003,28595.95,29312.7,29364.550000000003,29642.1,29151.050000000003,29169.35,29309.649999999998,30047.75,30044.7,30374.1,30438.149999999998,29770.199999999997
86,2023-04-10,405.5,DLF.NS,2023-04-17,415.35,2023-06-12,490.6,40th Day,40.0,394.5825,60.0,25000,4515.0,29515.0,2023-04-10,25000,25510.0,25380.999999999996,24945.999999999996,24441.999999999996,24747.999999999993,24687.999999999993,25074.999999999996,25377.999999999993,25650.999999999993,25533.999999999993,25731.999999999993,25566.999999999993,25710.999999999993,26259.999999999996,25998.999999999996,26133.999999999996,26046.999999999996,26235.999999999996,28167.999999999996,28383.999999999996,28269.999999999996,27675.999999999993,28392.999999999993,28767.999999999993,28149.999999999996,28008.999999999996,28713.999999999996,28764.999999999996,29037.999999999993,28554.999999999996,28572.999999999993,28710.999999999993,29436.999999999993,29433.999999999993,29757.999999999993,29820.999999999993,29163.999999999993,29190.999999999993,29514.999999999996
87,2023-05-15,468.15,DLF.NS,2023-05-19,471.9,2023-07-14,493.15,40th Day,40.0,448.30499999999995,52.0,25000,1105.0,26105.0,2023-05-15,25000,25325.0,24789.4,24667.2,25278.2,25322.4,25559.0,25140.4,25156.0,25275.600000000002,25904.800000000003,25902.2,26183.0,26237.600000000002,25668.200000000004,25691.600000000002,25972.400000000005,26648.400000000005,26653.600000000002,25959.400000000005,26253.200000000004,25699.400000000005,25899.600000000002,25569.400000000005,25486.200000000004,25301.600000000002,25273.0,25621.4,25728.0,25969.800000000003,26105.0,25930.800000000003,26445.600000000002,27168.400000000005,26609.400000000005,26541.800000000003,26443.0,26066.0,26047.800000000003,26105.0
88,2023-04-03,3553.75,DMART.NS,2023-04-11,3454.2,2023-06-07,3544.05,40th Day,40.0,3281.49,7.0,25000,628.9500000000025,25628.950000000004,2023-04-03,25000,25132.3,25327.95,25300.3,25368.2,25154.0,25196.0,25011.9,25091.0,25081.55,25051.8,25326.2,25404.25,25641.9,25698.600000000002,25912.100000000002,26008.0,26565.55,26438.5,26526.700000000004,26753.150000000005,26563.450000000004,25484.400000000005,25175.350000000006,24622.000000000004,24400.450000000004,24587.350000000002,24796.300000000003,24851.250000000004,24827.450000000004,24868.050000000003,25332.850000000002,25343.700000000004,25373.100000000002,25119.350000000002,25326.9,25541.8,25578.55,25514.85,25628.95
89,2023-05-08,3677.85,DMART.NS,2023-05-12,3677.55,2023-05-16,3493.6725,Stop Loss,3.0,3493.6725,6.0,25000,-1103.2650000000003,23896.735,2023-05-08,25000,24075.1,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735,23896.735
90,2023-06-09,3632.1,DMART.NS,2023-06-15,3917.7,2023-07-17,3721.8149999999996,Stop Loss,22.0,3721.8149999999996,6.0,25000,-1175.3100000000013,23824.69,2023-06-09,25000,26007.4,25348.0,25415.2,25010.8,24366.7,23958.100000000002,24583.300000000003,24726.4,25275.4,24829.0,24705.4,24637.0,24414.4,24389.200000000004,24347.500000000004,24100.000000000004,24456.400000000005,24331.900000000005,24423.700000000004,24526.300000000003,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69,23824.69
91,2023-06-14,3704.85,DMART.NS,2023-06-20,3986.9,2023-06-23,3787.555,Stop Loss,4.0,3787.555,6.0,25000,-1196.0700000000015,23803.93,2023-06-14,25000,24595.6,23951.5,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93,23803.93
92,2023-03-28,4526.8,DRREDDY.NS,2023-04-05,4682.8,2023-05-18,4448.66,Stop Loss,29.0,4448.66,5.0,25000,-1170.7000000000016,23829.3,2023-03-28,25000,25082.999999999996,25384.249999999996,25402.75,25991.0,25850.5,25847.500000000004,26148.0,26132.750000000004,25877.0,25929.75,25616.5,25752.5,25811.5,26178.75,26235.25,26337.999999999996,26347.25,26426.0,26298.5,26121.5,26252.25,25922.5,24246.0,23916.5,24178.75,24161.25,23993.5,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3,23829.3
93,2023-04-10,4759.65,DRREDDY.NS,2023-04-17,4852.3,2023-05-11,4609.685,Stop Loss,18.0,4609.685,5.0,25000,-1213.074999999999,23786.925000000003,2023-04-10,25000,25300.499999999996,25285.25,25029.499999999996,25082.249999999996,24769.0,24905.0,24964.0,25331.25,25387.75,25490.499999999996,25499.75,25578.5,25451.0,25274.0,25404.75,25075.0,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003,23786.925000000003
94,2023-06-02,4610.45,DRREDDY.NS,2023-06-08,4649.4,2023-08-03,5659.5,40th Day,40.0,4416.929999999999,5.0,25000,5050.500000000002,30050.5,2023-06-02,25000,25087.000000000004,25131.25,25263.0,25248.0,25770.25,26328.25,26148.0,26259.0,26305.0,26250.25,26722.5,26961.000000000004,26881.000000000004,27292.250000000004,27551.000000000004,27244.500000000004,27695.0,27644.750000000004,27912.000000000004,27665.500000000004,27527.750000000004,27582.250000000007,27698.000000000007,27465.250000000007,27213.250000000007,27901.750000000007,27708.000000000007,27859.750000000007,28449.500000000007,28194.000000000007,28711.500000000007,28880.000000000007,29131.250000000007,29288.000000000007,29668.000000000007,29955.250000000007,30088.250000000007,30055.250000000007,30050.500000000007
95,2023-06-15,4803.45,DRREDDY.NS,2023-06-21,4910.4,2023-08-17,5880.65,40th Day,40.0,4664.879999999999,5.0,25000,4851.25,29851.25,2023-06-15,25000,24945.25,25417.5,25656.000000000004,25576.000000000004,25987.250000000004,26246.000000000004,25939.500000000004,26390.0,26339.750000000004,26607.000000000004,26360.500000000004,26222.750000000004,26277.250000000007,26393.000000000007,26160.250000000007,25908.250000000007,26596.750000000007,26403.000000000007,26554.750000000007,27144.500000000007,26889.000000000007,27406.500000000007,27575.000000000007,27826.250000000007,27983.000000000007,28363.000000000007,28650.250000000007,28783.250000000007,28750.250000000007,28745.500000000007,28695.750000000007,28601.500000000007,28737.750000000007,29803.000000000007,29703.750000000007,29563.000000000007,29564.750000000007,29737.250000000007,29851.250000000004
96,2023-06-28,5107.85,DRREDDY.NS,2023-07-05,5178.35,2023-08-30,5649.75,40th Day,40.0,4919.4325,4.0,25000,1885.5999999999985,26885.6,2023-06-28,25000,25213.8,25016.6,24906.399999999998,24950.0,25042.6,24856.399999999998,24654.8,25205.6,25050.6,25172.0,25643.8,25439.399999999998,25853.399999999998,25988.199999999997,26189.199999999997,26314.6,26618.6,26848.399999999998,26954.8,26928.399999999998,26924.6,26884.8,26809.399999999998,26918.399999999998,27770.6,27691.199999999997,27578.6,27580.0,27718.0,27809.199999999997,27784.399999999998,27930.0,27988.8,28100.0,27915.199999999997,27403.6,27390.199999999997,27181.8,26885.6
97,2023-04-28,3301.1,EICHERMOT.NS,2023-05-05,3355.1,2023-06-30,3580.1,40th Day,40.0,3187.345,7.0,25000,1575.0,26575.0,2023-04-28,25000,25264.600000000002,25187.600000000002,25431.550000000003,25351.400000000005,26898.750000000004,27123.800000000003,26946.7,26915.550000000003,26547.350000000002,26510.600000000002,26332.45,26725.5,26790.600000000002,27074.800000000003,27346.750000000004,27494.450000000004,27262.750000000004,27217.950000000004,27526.65000000001,27410.10000000001,27227.05000000001,27450.00000000001,27606.100000000013,27116.100000000013,26583.400000000012,26648.50000000001,26662.850000000013,26518.650000000012,26257.20000000001,26286.600000000013,25990.850000000013,26449.00000000001,26507.45000000001,26424.50000000001,26288.70000000001,26375.850000000013,26264.550000000014,26328.250000000015,26575.000000000015
98,2023-05-10,3416.75,EICHERMOT.NS,2023-05-16,3633.2,2023-07-04,3451.5399999999995,Stop Loss,35.0,3451.5399999999995,6.0,25000,-1089.9600000000019,23910.039999999997,2023-05-10,25000,24973.300000000003,24657.700000000004,24626.200000000004,24473.500000000004,24810.400000000005,24866.200000000004,25109.800000000003,25342.9,25469.5,25270.9,25232.5,25497.100000000002,25397.2,25240.3,25431.399999999998,25565.199999999997,25145.199999999997,24688.6,24744.399999999998,24756.699999999997,24633.1,24408.999999999996,24434.199999999997,24180.699999999997,24573.399999999994,24623.499999999993,24552.399999999994,24435.999999999993,24510.699999999993,24415.299999999992,24469.89999999999,24681.39999999999,24985.89999999999,23910.039999999997,23910.039999999997,23910.039999999997,23910.039999999997,23910.039999999997,23910.039999999997
99,2023-01-20,99.0,GAIL.NS,2023-01-27,99.15,2023-02-02,94.1925,Stop Loss,5.0,94.1925,252.0,25000,-1249.2900000000027,23750.71,2023-01-20,25000,23941.6,23992.0,24218.8,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71,23750.71
100,2023-02-23,98.05,GAIL.NS,2023-03-01,103.4,2023-05-03,108.0,40th Day,40.0,98.23,241.0,25000,1108.5999999999985,26108.6,2023-02-23,25000,24915.649999999998,25445.85,26361.649999999998,26891.85,26265.25,26843.649999999998,26638.8,26590.6,26361.649999999998,26482.149999999998,26626.75,26542.399999999998,25409.699999999997,25482.0,25409.699999999997,25024.1,25120.5,25180.75,25506.1,25421.75,25494.05,25482.0,25494.05,25614.55,25638.649999999998,26253.199999999997,26144.75,26614.699999999997,26470.1,26168.85,26277.3,26192.949999999997,26421.899999999998,26397.8,26638.8,26421.899999999998,25939.899999999998,26180.899999999998,26108.6
101,2023-03-06,109.05,GAIL.NS,2023-03-13,110.2,2023-03-24,104.69,Stop Loss,10.0,104.69,226.0,25000,-1245.2600000000011,23754.739999999998,2023-03-06,25000,24954.8,24740.1,24853.1,24988.7,24909.6,23847.399999999998,23915.2,23847.399999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998,23754.739999999998
102,2023-04-12,108.6,GAIL.NS,2023-04-19,108.25,2023-06-14,107.2,40th Day,40.0,102.83749999999999,230.0,25000,-241.49999999999935,24758.5,2023-04-12,25000,25103.5,25022.999999999996,25241.499999999996,25218.499999999996,25448.499999999996,25241.499999999996,24781.499999999996,25011.499999999996,24942.499999999996,24746.999999999996,24861.999999999996,24815.999999999996,24700.999999999996,25172.499999999996,25252.999999999996,24953.999999999996,25804.999999999996,25793.499999999996,25402.499999999996,24528.499999999996,24217.999999999993,24562.999999999993,24827.499999999993,24873.499999999993,24896.499999999993,24562.999999999993,24539.999999999993,24470.999999999993,24206.499999999993,24332.999999999993,24160.499999999993,24125.999999999996,24183.499999999996,24390.499999999993,24194.999999999993,24229.499999999993,24298.499999999993,24723.999999999993,24758.499999999993
103,2023-06-13,107.05,GAIL.NS,2023-06-19,108.0,2023-08-14,112.85,40th Day,40.0,102.6,231.0,25000,1120.3499999999988,26120.35,2023-06-13,25000,25057.75,24699.7,24179.95,24318.55,24260.8,24145.3,24029.8,24318.55,24641.95,24665.05,24861.4,25646.8,25623.7,25219.45,25300.3,25600.6,25023.1,25462.0,25138.6,25207.9,25346.5,25565.95,25808.5,25935.55,26940.4,26859.55,26986.6,27194.5,27564.1,27852.85,26928.85,26744.05,26686.3,26443.75,26940.4,27286.9,27217.6,26778.7,26120.35
104,2023-07-25,116.4,GAIL.NS,2023-07-31,119.1,2023-08-14,113.145,Stop Loss,11.0,113.145,209.0,25000,-1244.5949999999996,23755.405,2023-07-25,25000,25261.25,24425.25,24258.05,24205.8,23986.35,24435.7,24749.2,24686.5,24289.4,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405,23755.405
105,2023-02-02,939.7,GODREJCP.NS,2023-02-08,940.7,2023-04-10,965.55,40th Day,40.0,893.665,26.0,25000,646.0999999999976,25646.1,2023-02-02,25000,25003.899999999998,24992.199999999997,24561.899999999998,24736.099999999995,24864.799999999996,24784.199999999993,25036.399999999994,24661.999999999996,24908.999999999996,24719.199999999993,24834.899999999994,24664.59999999999,24305.799999999992,24547.59999999999,24255.09999999999,24265.499999999993,24611.299999999992,24351.299999999992,24476.09999999999,24060.09999999999,24366.899999999994,24340.899999999994,24326.59999999999,24134.199999999993,24782.899999999994,25175.499999999996,25501.799999999996,25075.399999999998,25279.5,25300.3,25273.0,25543.399999999998,25465.399999999998,25665.599999999995,25713.699999999997,25618.8,25750.1,25700.7,25646.1
106,2023-05-25,1029.4,GODREJCP.NS,2023-05-31,1058.35,2023-07-26,1038.55,40th Day,40.0,1005.4324999999999,23.0,25000,-455.39999999999895,24544.600000000002,2023-05-25,25000,24904.550000000003,25059.800000000003,24858.550000000003,24926.400000000005,25161.0,24990.800000000003,24471.0,24672.25,24933.300000000003,25256.45,25445.050000000003,25267.95,25193.2,25311.65,25120.749999999996,24598.65,24484.8,24400.85,24516.999999999996,25247.249999999996,25520.949999999997,25059.8,25081.65,25887.8,25495.65,25097.749999999996,24919.499999999996,25080.499999999996,25229.999999999996,24890.749999999996,25105.8,25063.249999999996,24622.8,24667.65,25047.15,24958.6,24495.15,24459.499999999996,24544.6
107,2023-04-06,1662.44,GRASIM.NS,2023-04-13,1694.36,2023-06-09,1708.95,40th Day,40.0,1609.6419999999998,14.0,25000,204.26000000000204,25204.260000000002,2023-04-06,25000,25314.440000000002,25053.760000000002,24846.700000000004,24809.74,24454.14,24835.5,24801.340000000004,24972.840000000004,25004.200000000004,25267.820000000003,25536.200000000004,25485.380000000005,25819.280000000006,25716.800000000003,26077.300000000003,25889.700000000004,26022.140000000003,26018.640000000003,25735.560000000005,25449.820000000003,25363.300000000003,25331.240000000005,25064.120000000006,25209.160000000003,25240.520000000004,24956.180000000004,24989.640000000003,25003.500000000004,24821.500000000004,25170.100000000006,25335.440000000006,25240.520000000008,25018.90000000001,25131.88000000001,25465.78000000001,25910.56000000001,25947.520000000008,25151.34000000001,25204.26000000001
108,2023-06-14,1772.3,GRASIM.NS,2023-06-20,1762.09,2023-08-16,1809.7,40th Day,40.0,1673.9854999999998,14.0,25000,666.5400000000018,25666.54,2023-06-14,25000,25122.78,24737.92,24260.94,24410.18,24498.8,24637.54,24519.66,25343.14,25006.3,25122.78,24985.44,24640.34,24636.14,24980.54,25122.079999999998,24870.359999999997,24778.379999999997,25334.039999999997,25083.019999999997,25210.559999999998,25702.099999999995,25495.039999999994,25612.91999999999,25836.07999999999,25976.21999999999,25744.65999999999,25762.85999999999,26120.55999999999,25956.619999999988,25723.79999999999,25856.939999999988,25785.81999999999,26206.239999999987,26050.83999999999,26067.499999999985,25853.439999999988,25815.079999999987,25594.719999999987,25666.539999999986
109,2023-02-15,1241.28,HAL.NS,2023-02-21,1311.12,2023-04-24,1412.8,40th Day,40.0,1245.5639999999999,19.0,25000,1931.9200000000012,26931.920000000002,2023-02-15,25000,24404.54,24227.65,24159.440000000002,24535.640000000003,24544.570000000003,25589.0,25839.04,25663.29,25840.940000000002,27289.5,27284.37,27157.070000000003,26625.640000000003,26524.37,26530.640000000003,25954.940000000002,26678.65,25214.890000000003,25316.54,25024.320000000003,23804.140000000003,24479.97,25064.79,25058.9,25802.940000000002,26034.17,25856.52,25945.440000000002,26383.390000000003,26842.62,26922.04,26798.54,26735.65,26987.4,26965.55,26889.17,26462.05,26517.15,26931.92
110,2023-03-01,1342.12,HAL.NS,2023-03-08,1431.62,2023-03-20,1360.0389999999998,Stop Loss,9.0,1360.0389999999998,17.0,25000,-1216.8770000000022,23783.123,2023-03-01,25000,24995.41,24881.510000000002,24406.02,24315.409999999996,24321.02,23805.920000000002,24453.45,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123,23783.123
111,2023-04-28,1460.1,HAL.NS,2023-05-05,1472.18,2023-06-30,1896.25,40th Day,40.0,1398.571,16.0,25000,6785.119999999999,31785.12,2023-04-28,25000,25115.52,24759.52,25080.32,25592.0,25236.64,25640.0,26219.2,26516.32,26196.32,26031.52,26239.52,25816.32,25455.039999999997,25562.719999999998,25606.719999999998,25554.719999999998,26262.239999999998,26381.6,26091.2,26788.64,27713.12,28749.92,29349.6,29664.32,31308.32,30933.6,30558.719999999998,31169.92,31105.92,32202.719999999998,32592.32,32234.719999999998,32008.0,31528.64,30569.6,31053.6,30733.92,31220.32,31785.12
112,2023-05-16,1548.38,HAL.NS,2023-05-22,1549.65,2023-07-17,1907.85,40th Day,40.0,1472.1675,16.0,25000,5731.199999999997,30731.199999999997,2023-05-16,25000,24576.8,24215.519999999997,24323.199999999997,24367.199999999997,24315.199999999997,25022.719999999998,25142.079999999998,24851.68,25549.12,26473.6,27510.399999999998,28110.079999999998,28424.8,30068.8,29694.079999999998,29319.199999999997,29930.399999999998,29866.399999999998,30963.199999999997,31352.8,30995.199999999997,30768.48,30289.12,29330.079999999998,29814.079999999998,29494.399999999998,29980.8,30545.6,30366.079999999998,29982.399999999998,30084.8,30054.079999999998,30281.6,30417.12,31545.12,30956.48,31037.6,30899.199999999997,30731.199999999997
