,Breakout Date,Breakout Price,Symbol,Entry Date,Entry Price,Exit Date,Exit Price,Exit On,Holding Duration,Stop Loss,Stocks Purchased,initial-investment,Profit/Loss,Final amount
0,2023-04-25,3336.1,ABB.NS,2023-05-02,3442.15,2023-06-26,4285.35,40th Day,40.0,3270.0425,7.0,25000,5902.4000000000015,30902.4
1,2023-05-04,3645.35,ABB.NS,2023-05-10,3815.45,2023-07-05,4390.6,40th Day,40.0,3624.6775,6.0,25000,3450.9000000000033,28450.9
2,2023-06-13,4319.8,ABB.NS,2023-06-19,4327.65,2023-08-14,4354.7,40th Day,40.0,4111.267499999999,5.0,25000,135.2500000000009,25135.25
3,2023-04-12,1847.25,ADANIENT.NS,2023-04-19,1853.85,2023-06-14,2457.15,40th Day,40.0,1761.1574999999998,13.0,25000,7842.900000000002,32842.9
4,2023-05-22,2326.1,ADANIENT.NS,2023-05-26,2544.35,2023-06-19,2417.1324999999997,Stop Loss,17.0,2417.1324999999997,9.0,25000,-1144.9575000000018,23855.0425
5,2023-01-16,2089.8,ADANIGREEN.NS,2023-01-20,1975.6,2023-01-25,1876.82,Stop Loss,4.0,1876.82,12.0,25000,-1185.3599999999997,23814.64
6,2023-03-15,740.4,ADANIGREEN.NS,2023-03-21,891.05,2023-04-03,846.4975,Stop Loss,9.0,846.4975,28.0,25000,-1247.4700000000003,23752.53
7,2023-03-21,891.05,ADANIGREEN.NS,2023-03-27,984.9,2023-03-28,935.655,Stop Loss,2.0,935.655,25.0,25000,-1231.125,23768.875
8,2023-04-10,899.15,ADANIGREEN.NS,2023-04-17,962.55,2023-04-24,914.4224999999999,Stop Loss,6.0,914.4224999999999,25.0,25000,-1203.1875000000014,23796.8125
9,2023-05-22,941.75,ADANIGREEN.NS,2023-05-26,963.35,2023-07-21,995.55,40th Day,40.0,915.1825,25.0,25000,804.9999999999983,25805.0
10,2023-07-20,985.0,ADANIGREEN.NS,2023-07-26,1140.4,2023-08-02,1083.38,Stop Loss,6.0,1083.38,21.0,25000,-1197.4199999999996,23802.58
11,2023-07-25,1088.05,ADANIGREEN.NS,2023-07-31,1093.3,2023-08-03,1038.635,Stop Loss,4.0,1038.635,22.0,25000,-1202.6299999999992,23797.370000000003
12,2023-04-12,657.75,ADANIPORTS.NS,2023-04-19,658.4,2023-06-14,739.35,40th Day,40.0,625.4799999999999,37.0,25000,2995.1500000000015,27995.15
13,2023-05-22,729.7,ADANIPORTS.NS,2023-05-26,726.85,2023-07-21,728.45,40th Day,40.0,690.5074999999999,34.0,25000,54.40000000000077,25054.4
15,2023-03-08,186.6,ADANIPOWER.NS,2023-03-14,204.35,2023-03-20,194.1325,Stop Loss,5.0,194.1325,122.0,25000,-1246.535,23753.465
16,2023-06-07,274.85,ADANIPOWER.NS,2023-06-13,267.8,2023-06-23,254.41,Stop Loss,9.0,254.41,93.0,25000,-1245.2700000000013,23754.73
18,2023-04-05,379.95,AMBUJACEM.NS,2023-04-12,396.05,2023-04-21,376.2475,Stop Loss,7.0,376.2475,63.0,25000,-1247.5575000000006,23752.4425
19,2023-05-22,423.9,AMBUJACEM.NS,2023-05-26,424.55,2023-07-21,416.1,40th Day,40.0,403.3225,58.0,25000,-490.09999999999934,24509.9
20,2023-06-06,459.15,AMBUJACEM.NS,2023-06-12,456.3,2023-06-23,433.485,Stop Loss,10.0,433.485,54.0,25000,-1232.0099999999998,23767.99
21,2023-04-28,4513.7,APOLLOHOSP.NS,2023-05-05,4602.5,2023-06-30,5098.2,40th Day,40.0,4372.375,5.0,25000,2478.499999999999,27478.5
22,2023-05-05,4602.5,APOLLOHOSP.NS,2023-05-11,4595.3,2023-07-06,5283.05,40th Day,40.0,4365.535,5.0,25000,3438.75,28438.75
23,2023-06-01,4814.25,APOLLOHOSP.NS,2023-06-07,5026.45,2023-08-02,4996.75,40th Day,40.0,4775.1275,4.0,25000,-118.79999999999927,24881.2
24,2023-06-15,5218.75,APOLLOHOSP.NS,2023-06-21,5118.75,2023-08-14,4862.8125,Stop Loss,38.0,4862.8125,4.0,25000,-1023.75,23976.25
25,2023-05-04,2982.85,ASIANPAINT.NS,2023-05-10,3041.4,2023-07-05,3374.4,40th Day,40.0,2889.33,8.0,25000,2664.0,27664.0
26,2023-05-11,3139.75,ASIANPAINT.NS,2023-05-17,3092.45,2023-07-12,3406.75,40th Day,40.0,2937.8275,8.0,25000,2514.4000000000015,27514.4
27,2023-05-31,3192.95,ASIANPAINT.NS,2023-06-06,3212.75,2023-08-01,3342.95,40th Day,40.0,3052.1124999999997,7.0,25000,911.3999999999987,25911.399999999998
28,2023-06-13,3262.85,ASIANPAINT.NS,2023-06-19,3309.7,2023-08-14,3202.6,40th Day,40.0,3144.2149999999997,7.0,25000,-749.6999999999994,24250.3
29,2023-07-18,3513.45,ASIANPAINT.NS,2023-07-24,3543.7,2023-08-01,3366.515,Stop Loss,7.0,3366.515,7.0,25000,-1240.2949999999996,23759.705
30,2023-03-08,861.35,ATGL.NS,2023-03-14,947.2,2023-03-16,899.84,Stop Loss,3.0,899.84,26.0,25000,-1231.3600000000004,23768.64
31,2023-05-22,444.3,AWL.NS,2023-05-26,450.4,2023-06-09,427.87999999999994,Stop Loss,11.0,427.87999999999994,55.0,25000,-1238.6000000000022,23761.399999999998
32,2023-05-09,888.25,AXISBANK.NS,2023-05-15,915.8,2023-07-10,964.05,40th Day,40.0,870.0099999999999,27.0,25000,1302.75,26302.75
33,2023-01-24,3686.5,BAJAJ-AUTO.NS,2023-01-31,3818.25,2023-03-28,3791.6,40th Day,40.0,3627.3374999999996,6.0,25000,-159.90000000000055,24840.1
34,2023-04-03,3993.75,BAJAJ-AUTO.NS,2023-04-11,4177.4,2023-06-07,4780.75,40th Day,40.0,3968.5299999999993,5.0,25000,3016.750000000002,28016.75
35,2023-04-11,4177.4,BAJAJ-AUTO.NS,2023-04-18,4209.25,2023-06-13,4755.95,40th Day,40.0,3998.7875,5.0,25000,2733.499999999999,27733.5
36,2023-05-08,4549.25,BAJAJ-AUTO.NS,2023-05-12,4538.9,2023-07-07,4834.0,40th Day,40.0,4311.954999999999,5.0,25000,1475.5000000000018,26475.5
37,2023-06-07,4780.75,BAJAJ-AUTO.NS,2023-06-13,4755.95,2023-08-08,4650.15,40th Day,40.0,4518.152499999999,5.0,25000,-529.0000000000009,24471.0
38,2023-07-05,4890.05,BAJAJ-AUTO.NS,2023-07-11,4917.65,2023-08-07,4671.767499999999,Stop Loss,20.0,4671.767499999999,5.0,25000,-1229.412500000003,23770.587499999998
39,2023-02-09,1400.25,BAJAJFINSV.NS,2023-02-15,1420.8,2023-02-23,1349.76,Stop Loss,7.0,1349.76,17.0,25000,-1207.6799999999994,23792.32
40,2023-04-06,1303.95,BAJAJFINSV.NS,2023-04-13,1341.3,2023-06-09,1466.5,40th Day,40.0,1274.235,18.0,25000,2253.600000000001,27253.600000000002
41,2023-04-13,1341.3,BAJAJFINSV.NS,2023-04-20,1332.1,2023-06-15,1474.7,40th Day,40.0,1265.495,18.0,25000,2566.8000000000025,27566.800000000003
42,2023-04-27,1360.0,BAJAJFINSV.NS,2023-05-04,1374.45,2023-06-28,1518.85,40th Day,40.0,1305.7275,18.0,25000,2599.1999999999975,27599.199999999997
43,2023-06-16,1508.6,BAJAJFINSV.NS,2023-06-22,1507.65,2023-08-18,1460.15,40th Day,40.0,1432.2675,16.0,25000,-760.0,24240.0
44,2023-07-04,1629.5,BAJAJFINSV.NS,2023-07-10,1597.8,2023-08-03,1517.9099999999999,Stop Loss,19.0,1517.9099999999999,15.0,25000,-1198.3500000000015,23801.649999999998
45,2023-04-28,6847.95,BAJAJHLDNG.NS,2023-05-05,6814.4,2023-05-17,6473.679999999999,Stop Loss,9.0,6473.679999999999,3.0,25000,-1022.1600000000008,23977.84
46,2023-05-24,6934.45,BAJAJHLDNG.NS,2023-05-30,7078.0,2023-07-25,7504.1,40th Day,40.0,6724.099999999999,3.0,25000,1278.300000000001,26278.300000000003
47,2023-02-08,6351.65,BAJFINANCE.NS,2023-02-14,6458.7,2023-02-28,6135.764999999999,Stop Loss,11.0,6135.764999999999,3.0,25000,-968.8050000000012,24031.195
48,2023-04-25,6075.25,BAJFINANCE.NS,2023-05-02,6249.15,2023-06-26,6998.7,40th Day,40.0,5936.692499999999,4.0,25000,2998.2000000000007,27998.2
49,2023-05-08,6657.95,BAJFINANCE.NS,2023-05-12,6714.4,2023-07-07,7622.35,40th Day,40.0,6378.679999999999,3.0,25000,2723.850000000002,27723.850000000002
50,2023-05-26,6904.5,BAJFINANCE.NS,2023-06-01,7040.5,2023-07-27,7284.1,40th Day,40.0,6688.474999999999,3.0,25000,730.8000000000011,25730.800000000003
51,2023-05-30,7005.8,BAJFINANCE.NS,2023-06-05,7043.2,2023-07-31,7300.3,40th Day,40.0,6691.04,3.0,25000,771.3000000000011,25771.300000000003
52,2023-06-19,193.75,BANKBARODA.NS,2023-06-23,192.2,2023-08-21,190.9,40th Day,40.0,182.58999999999997,130.0,25000,-168.99999999999778,24831.000000000004
53,2023-07-03,199.1,BANKBARODA.NS,2023-07-07,209.0,2023-07-13,198.54999999999998,Stop Loss,5.0,198.54999999999998,119.0,25000,-1243.550000000002,23756.449999999997
54,2023-03-31,97.55,BEL.NS,2023-04-10,99.9,2023-06-06,118.05,40th Day,40.0,94.905,250.0,25000,4537.499999999998,29537.5
55,2023-05-03,106.35,BEL.NS,2023-05-09,107.55,2023-07-04,122.05,40th Day,40.0,102.1725,232.0,25000,3364.0,28364.0
56,2023-06-05,115.65,BEL.NS,2023-06-09,120.35,2023-08-04,127.6,40th Day,40.0,114.3325,207.0,25000,1500.75,26500.75
58,2023-06-13,557.62,BERGEPAINT.NS,2023-06-19,563.0,2023-08-14,582.79,40th Day,40.0,534.85,44.0,25000,870.7599999999984,25870.76
59,2023-06-23,854.8,BHARTIARTL.NS,2023-06-30,878.75,2023-08-25,873.5,40th Day,40.0,834.8125,28.0,25000,-147.0,24853.0
60,2023-02-01,17118.05,BOSCHLTD.NS,2023-02-07,17414.9,2023-04-06,18795.0,40th Day,40.0,16544.155,1.0,25000,1380.0999999999985,26380.1
61,2023-03-29,18977.15,BOSCHLTD.NS,2023-04-06,18795.0,2023-06-05,18872.65,40th Day,40.0,17855.25,1.0,25000,77.65000000000146,25077.65
62,2023-04-27,19117.8,BOSCHLTD.NS,2023-05-04,19193.25,2023-06-28,18721.45,40th Day,40.0,18233.587499999998,1.0,25000,-471.7999999999993,24528.2
63,2023-03-15,330.3,BPCL.NS,2023-03-21,358.55,2023-03-28,340.6225,Stop Loss,6.0,340.6225,69.0,25000,-1236.9975000000006,23763.0025
64,2023-04-19,342.0,BPCL.NS,2023-04-25,347.5,2023-06-20,372.45,40th Day,40.0,330.125,71.0,25000,1771.4499999999991,26771.45
65,2023-05-04,368.35,BPCL.NS,2023-05-10,372.15,2023-07-05,386.55,40th Day,40.0,353.54249999999996,67.0,25000,964.8000000000022,25964.800000000003
66,2023-02-02,4573.05,BRITANNIA.NS,2023-02-08,4594.8,2023-03-06,4365.06,Stop Loss,19.0,4365.06,5.0,25000,-1148.699999999999,23851.300000000003
67,2023-04-27,4415.85,BRITANNIA.NS,2023-05-04,4587.05,2023-06-28,4992.15,40th Day,40.0,4357.6975,5.0,25000,2025.4999999999973,27025.499999999996
68,2023-06-07,4893.15,BRITANNIA.NS,2023-06-13,4940.1,2023-08-07,4693.095,Stop Loss,39.0,4693.095,5.0,25000,-1235.0250000000005,23764.975
69,2023-04-13,291.25,CANBK.NS,2023-04-20,296.65,2023-06-15,296.8,40th Day,40.0,281.81749999999994,84.0,25000,12.600000000002865,25012.600000000002
70,2023-06-02,313.75,CANBK.NS,2023-06-08,312.3,2023-06-23,296.685,Stop Loss,12.0,296.685,80.0,25000,-1249.2000000000007,23750.8
72,2023-01-09,289.45,CGPOWER.NS,2023-01-13,308.55,2023-03-13,290.95,40th Day,40.0,293.1225,81.0,25000,-1425.6000000000017,23574.399999999998
73,2023-02-10,327.85,CGPOWER.NS,2023-02-16,323.75,2023-02-28,307.5625,Stop Loss,9.0,307.5625,77.0,25000,-1246.4375,23753.5625
74,2023-05-09,320.5,CGPOWER.NS,2023-05-15,332.15,2023-07-10,388.65,40th Day,40.0,315.54249999999996,75.0,25000,4237.5,29237.5
76,2023-02-01,749.8,CHOLAFIN.NS,2023-02-07,781.4,2023-03-13,742.3299999999999,Stop Loss,24.0,742.3299999999999,31.0,25000,-1211.1700000000014,23788.829999999998
77,2023-04-05,782.65,CHOLAFIN.NS,2023-04-12,820.25,2023-06-08,1061.6,40th Day,40.0,779.2375,30.0,25000,7240.499999999997,32240.499999999996
78,2023-05-18,1042.3,CHOLAFIN.NS,2023-05-24,1052.2,2023-07-19,1170.3,40th Day,40.0,999.59,23.0,25000,2716.299999999998,27716.3
79,2023-06-13,1101.8,CHOLAFIN.NS,2023-06-19,1132.25,2023-08-03,1075.6375,Stop Loss,33.0,1075.6375,22.0,25000,-1245.474999999999,23754.525
80,2023-05-25,945.45,CIPLA.NS,2023-05-31,953.05,2023-07-26,1068.5,40th Day,40.0,905.3974999999999,26.0,25000,3001.700000000001,28001.7
82,2023-01-19,223.95,COALINDIA.NS,2023-01-25,226.15,2023-02-09,214.8425,Stop Loss,11.0,214.8425,110.0,25000,-1243.8250000000005,23756.175
83,2023-03-02,222.85,COALINDIA.NS,2023-03-09,224.8,2023-03-23,213.56,Stop Loss,11.0,213.56,111.0,25000,-1247.640000000001,23752.36
84,2023-04-03,220.15,COALINDIA.NS,2023-04-11,223.65,2023-06-07,230.7,40th Day,40.0,212.4675,111.0,25000,782.5499999999981,25782.55
85,2023-06-30,231.0,COALINDIA.NS,2023-07-06,234.6,2023-08-31,230.05,40th Day,40.0,222.86999999999998,106.0,25000,-482.2999999999982,24517.7
86,2023-01-17,556.55,DABUR.NS,2023-01-23,564.4,2023-02-03,536.18,Stop Loss,9.0,536.18,44.0,25000,-1241.6800000000012,23758.32
87,2023-05-26,542.1,DABUR.NS,2023-06-01,556.9,2023-07-27,573.8,40th Day,40.0,529.055,44.0,25000,743.599999999999,25743.6
88,2023-06-14,562.35,DABUR.NS,2023-06-20,572.1,2023-08-16,565.35,40th Day,40.0,543.495,43.0,25000,-290.25,24709.75
89,2023-04-12,3212.1,DIVISLAB.NS,2023-04-19,3342.6,2023-05-18,3175.47,Stop Loss,21.0,3175.47,7.0,25000,-1169.9100000000008,23830.09
90,2023-03-17,375.25,DLF.NS,2023-03-23,367.65,2023-03-27,349.2675,Stop Loss,3.0,349.2675,67.0,25000,-1231.6274999999996,23768.3725
91,2023-04-05,367.05,DLF.NS,2023-04-12,406.55,2023-06-08,484.75,40th Day,40.0,386.22249999999997,61.0,25000,4770.199999999999,29770.199999999997
92,2023-04-10,405.5,DLF.NS,2023-04-17,415.35,2023-06-12,490.6,40th Day,40.0,394.5825,60.0,25000,4515.0,29515.0
93,2023-05-15,468.15,DLF.NS,2023-05-19,471.9,2023-07-14,493.15,40th Day,40.0,448.30499999999995,52.0,25000,1105.0,26105.0
94,2023-04-03,3553.75,DMART.NS,2023-04-11,3454.2,2023-06-07,3544.05,40th Day,40.0,3281.49,7.0,25000,628.9500000000025,25628.950000000004
95,2023-05-08,3677.85,DMART.NS,2023-05-12,3677.55,2023-05-16,3493.6725,Stop Loss,3.0,3493.6725,6.0,25000,-1103.2650000000003,23896.735
96,2023-06-09,3632.1,DMART.NS,2023-06-15,3917.7,2023-07-17,3721.8149999999996,Stop Loss,22.0,3721.8149999999996,6.0,25000,-1175.3100000000013,23824.69
97,2023-06-14,3704.85,DMART.NS,2023-06-20,3986.9,2023-06-23,3787.555,Stop Loss,4.0,3787.555,6.0,25000,-1196.0700000000015,23803.93
98,2023-03-28,4526.8,DRREDDY.NS,2023-04-05,4682.8,2023-05-18,4448.66,Stop Loss,29.0,4448.66,5.0,25000,-1170.7000000000016,23829.3
99,2023-04-10,4759.65,DRREDDY.NS,2023-04-17,4852.3,2023-05-11,4609.685,Stop Loss,18.0,4609.685,5.0,25000,-1213.074999999999,23786.925000000003
100,2023-06-02,4610.45,DRREDDY.NS,2023-06-08,4649.4,2023-08-03,5659.5,40th Day,40.0,4416.929999999999,5.0,25000,5050.500000000002,30050.5
101,2023-06-15,4803.45,DRREDDY.NS,2023-06-21,4910.4,2023-08-17,5880.65,40th Day,40.0,4664.879999999999,5.0,25000,4851.25,29851.25
102,2023-06-28,5107.85,DRREDDY.NS,2023-07-05,5178.35,2023-08-30,5649.75,40th Day,40.0,4919.4325,4.0,25000,1885.5999999999985,26885.6
104,2023-04-28,3301.1,EICHERMOT.NS,2023-05-05,3355.1,2023-06-30,3580.1,40th Day,40.0,3187.345,7.0,25000,1575.0,26575.0
105,2023-05-10,3416.75,EICHERMOT.NS,2023-05-16,3633.2,2023-07-04,3451.5399999999995,Stop Loss,35.0,3451.5399999999995,6.0,25000,-1089.9600000000019,23910.039999999997
106,2023-01-20,99.0,GAIL.NS,2023-01-27,99.15,2023-02-02,94.1925,Stop Loss,5.0,94.1925,252.0,25000,-1249.2900000000027,23750.71
107,2023-02-23,98.05,GAIL.NS,2023-03-01,103.4,2023-05-03,108.0,40th Day,40.0,98.23,241.0,25000,1108.5999999999985,26108.6
108,2023-03-06,109.05,GAIL.NS,2023-03-13,110.2,2023-03-24,104.69,Stop Loss,10.0,104.69,226.0,25000,-1245.2600000000011,23754.739999999998
109,2023-04-12,108.6,GAIL.NS,2023-04-19,108.25,2023-06-14,107.2,40th Day,40.0,102.83749999999999,230.0,25000,-241.49999999999935,24758.5
110,2023-06-13,107.05,GAIL.NS,2023-06-19,108.0,2023-08-14,112.85,40th Day,40.0,102.6,231.0,25000,1120.3499999999988,26120.35
111,2023-07-25,116.4,GAIL.NS,2023-07-31,119.1,2023-08-14,113.145,Stop Loss,11.0,113.145,209.0,25000,-1244.5949999999996,23755.405
113,2023-02-02,939.7,GODREJCP.NS,2023-02-08,940.7,2023-04-10,965.55,40th Day,40.0,893.665,26.0,25000,646.0999999999976,25646.1
114,2023-05-25,1029.4,GODREJCP.NS,2023-05-31,1058.35,2023-07-26,1038.55,40th Day,40.0,1005.4324999999999,23.0,25000,-455.39999999999895,24544.600000000002
115,2023-04-06,1662.44,GRASIM.NS,2023-04-13,1694.36,2023-06-09,1708.95,40th Day,40.0,1609.6419999999998,14.0,25000,204.26000000000204,25204.260000000002
116,2023-06-14,1772.3,GRASIM.NS,2023-06-20,1762.09,2023-08-16,1809.7,40th Day,40.0,1673.9854999999998,14.0,25000,666.5400000000018,25666.54
117,2023-02-15,1241.28,HAL.NS,2023-02-21,1311.12,2023-04-24,1412.8,40th Day,40.0,1245.5639999999999,19.0,25000,1931.9200000000012,26931.920000000002
118,2023-03-01,1342.12,HAL.NS,2023-03-08,1431.62,2023-03-20,1360.0389999999998,Stop Loss,9.0,1360.0389999999998,17.0,25000,-1216.8770000000022,23783.123
119,2023-04-28,1460.1,HAL.NS,2023-05-05,1472.18,2023-06-30,1896.25,40th Day,40.0,1398.571,16.0,25000,6785.119999999999,31785.12
120,2023-05-16,1548.38,HAL.NS,2023-05-22,1549.65,2023-07-17,1907.85,40th Day,40.0,1472.1675,16.0,25000,5731.199999999997,30731.199999999997
121,2023-06-02,1583.97,HAL.NS,2023-06-08,1763.7,2023-08-03,1883.28,40th Day,40.0,1675.5149999999999,14.0,25000,1674.119999999999,26674.12
123,2023-01-09,1067.45,HCLTECH.NS,2023-01-13,1077.8,2023-03-13,1098.6,40th Day,40.0,1023.9099999999999,23.0,25000,478.39999999999895,25478.399999999998
124,2023-01-17,1111.05,HCLTECH.NS,2023-01-23,1121.2,2023-03-21,1083.9,40th Day,40.0,1065.14,22.0,25000,-820.599999999999,24179.4
125,2023-06-15,1143.6,HCLTECH.NS,2023-06-21,1170.45,2023-07-12,1111.9275,Stop Loss,15.0,1111.9275,21.0,25000,-1228.9725000000008,23771.0275
127,2023-03-29,1587.8,HDFCBANK.NS,2023-04-06,1666.35,2023-06-05,1604.4,40th Day,40.0,1583.0324999999998,15.0,25000,-929.2499999999973,24070.750000000004
128,2023-04-05,1653.75,HDFCBANK.NS,2023-04-12,1684.9,2023-06-06,1600.655,Stop Loss,38.0,1600.655,14.0,25000,-1179.4300000000017,23820.57
129,2023-06-21,1635.6,HDFCBANK.NS,2023-06-27,1658.6,2023-08-23,1586.6,40th Day,40.0,1575.6699999999998,15.0,25000,-1080.0,23920.0
130,2023-06-28,1676.15,HDFCBANK.NS,2023-07-05,1673.3,2023-08-21,1589.635,Stop Loss,33.0,1589.635,14.0,25000,-1171.3099999999995,23828.690000000002
131,2023-04-05,507.75,HDFCLIFE.NS,2023-04-12,517.05,2023-06-08,593.9,40th Day,40.0,491.19749999999993,48.0,25000,3688.800000000001,28688.800000000003
132,2023-04-13,531.85,HDFCLIFE.NS,2023-04-20,530.25,2023-06-15,578.15,40th Day,40.0,503.73749999999995,47.0,25000,2251.299999999999,27251.3
133,2023-05-25,572.05,HDFCLIFE.NS,2023-05-31,592.35,2023-07-26,658.6,40th Day,40.0,562.7325,42.0,25000,2782.5,27782.5
134,2023-04-03,2431.1,HEROMOTOCO.NS,2023-04-11,2469.85,2023-06-07,2958.0,40th Day,40.0,2346.3574999999996,10.0,25000,4881.500000000001,29881.5
