Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Week,Week_low,Week_high,Week_close,PP,R1,S1,R2,S2,R3,S3,Candle_Color,Previous_close,Next_close_1,Next_close_2,Next_close_3,Next_close_4,Candle_Size,Breakout_R1,20day_avg_movement,25day_avg_movement,30day_avg_movement,35day_avg_movement,40day_avg_movement,20day_%_movement,25day_%_movement,30day_%_movement,35day_%_movement,40day_%_movement
2023-05-31,25525.0,25590.0,24988.15,25165.2,25065.54,208322.0,SHREECEM.NS,2023-05-29,24969.95,25885.0,25038.4,24710.916666666668,25716.083333333336,23971.833333333336,26455.166666666668,22966.666666666668,27460.333333333336,76616.08333333334,Green,25586.95,25167.3,25038.4,24820.05,25793.8,-359.7999999999993,False,25202.775,24975.658000000003,24832.618333333336,24647.704285714288,24571.07,-2.2913452069877174,-3.1718552520372962,-3.7264058287908868,-4.443299220299884,-4.740402732439577
2023-06-01,25300.0,25395.05,25102.2,25167.3,25122.54,31272.0,SHREECEM.NS,2023-05-29,24969.95,25885.0,25038.4,24710.916666666668,25716.083333333336,23971.833333333336,26455.166666666668,22966.666666666668,27460.333333333336,76616.08333333334,Green,25165.2,25038.4,24820.05,25793.8,25795.6,-132.70000000000073,False,25123.9225,24909.951999999997,24753.066666666666,24592.674285714285,24529.03875,-2.6038452294189627,-3.433329715145223,-4.04151612419689,-4.663298059691239,-4.909989494332363
2023-06-02,25300.0,25300.05,24969.95,25038.4,24993.88,43663.0,SHREECEM.NS,2023-05-29,24969.95,25885.0,25038.4,24710.916666666668,25716.083333333336,23971.833333333336,26455.166666666668,22966.666666666668,27460.333333333336,76616.08333333334,Green,25167.3,24820.05,25793.8,25795.6,25632.0,-261.59999999999854,False,25036.489999999998,24858.257999999998,24668.291666666668,24547.41857142857,24493.84375,-2.323306803995014,-3.0186563670412063,-3.7597859446525126,-4.2313570090957775,-4.4403723860799005
2023-06-05,25168.95,25298.0,24707.65,24820.05,24775.91,37650.0,SHREECEM.NS,2023-06-05,24707.65,26137.9,25447.8,25297.783333333336,25625.616666666672,24710.566666666673,26212.833333333336,24382.733333333337,26540.666666666675,77395.61666666667,Green,25038.4,25793.8,25795.6,25632.0,25447.8,-348.90000000000146,False,24964.965000000004,24805.064,24594.598333333335,24509.15,24463.985,-1.897354584679208,-2.525703597167538,-3.3527521698011777,-3.6885310321520834,-3.8660119931781876
2023-06-06,24950.0,25857.95,24777.05,25793.8,25747.93,77331.0,SHREECEM.NS,2023-06-05,24707.65,26137.9,25447.8,25297.783333333336,25625.616666666672,24710.566666666673,26212.833333333336,24382.733333333337,26540.666666666675,77395.61666666667,Red,24820.05,25795.6,25632.0,25447.8,25715.4,843.7999999999993,False,24876.9625,24734.377999999997,24526.811666666665,24463.054285714286,24427.85125,-3.260448991654806,-3.814920242345071,-4.622087672497168,-4.870022299033711,-5.006917061371792
2023-06-07,25795.0,25865.55,25515.25,25795.6,25749.73,39831.0,SHREECEM.NS,2023-06-05,24707.65,26137.9,25447.8,25297.783333333336,25625.616666666672,24710.566666666673,26212.833333333336,24382.733333333337,26540.666666666675,77395.61666666667,Red,25793.8,25632.0,25447.8,25715.4,26164.0,0.5999999999985448,False,24781.8325,24648.95,24463.82833333333,24402.514285714286,24382.0275,-5.282707154869285,-5.790590123834273,-6.498133567752136,-6.732478651145522,-6.810780079498548
2023-06-08,25795.6,26137.9,25560.65,25632.0,25586.42,36793.0,SHREECEM.NS,2023-06-05,24707.65,26137.9,25447.8,25297.783333333336,25625.616666666672,24710.566666666673,26212.833333333336,24382.733333333337,26540.666666666675,77395.61666666667,Green,25795.6,25447.8,25715.4,26164.0,26236.1,-163.59999999999854,False,24677.675,24535.868000000002,24384.943333333336,24341.89285714286,24330.48875,-5.940002515617791,-6.480505867869067,-7.055761590581917,-7.219850293515957,-7.263317528138703
2023-06-09,25674.15,25948.0,25370.65,25447.8,25402.55,21413.0,SHREECEM.NS,2023-06-05,24707.65,26137.9,25447.8,25297.783333333336,25625.616666666672,24710.566666666673,26212.833333333336,24382.733333333337,26540.666666666675,77395.61666666667,Green,25632.0,25715.4,26164.0,26236.1,26145.3,-226.35000000000218,False,24587.3925,24413.606,24315.034999999996,24287.004285714287,24279.62125,-5.9586522243003435,-6.62334721728188,-7.000359529246186,-7.107570822617114,-7.135809304157914
2023-06-12,25550.0,25749.8,25380.55,25715.4,25669.67,17611.0,SHREECEM.NS,2023-06-12,25380.55,26400.0,26213.15,25431.11666666667,26154.583333333336,24724.333333333336,26861.36666666667,24000.86666666667,27584.833333333336,78430.38333333333,Red,25447.8,26164.0,26236.1,26145.3,26213.15,165.40000000000146,False,24482.6325,24294.56,24244.876666666663,24231.012857142854,24217.30625,-6.601715169676295,-7.319189032985353,-7.508724946575813,-7.561613704789952,-7.613902754914995
2023-06-13,25900.0,26220.0,25750.35,26164.0,26117.47,34032.0,SHREECEM.NS,2023-06-12,25380.55,26400.0,26213.15,25431.11666666667,26154.583333333336,24724.333333333336,26861.36666666667,24000.86666666667,27584.833333333336,78430.38333333333,Red,25715.4,26236.1,26145.3,26213.15,25999.0,264.0,False,24380.095,24201.871999999996,24181.645,24181.614285714284,24165.34375,-6.226797184507092,-6.9122966267933545,-6.990095772914342,-6.990213909326188,-7.052795299819224
2023-06-14,26200.0,26389.95,26085.8,26236.1,26189.44,26924.0,SHREECEM.NS,2023-06-12,25380.55,26400.0,26213.15,25431.11666666667,26154.583333333336,24724.333333333336,26861.36666666667,24000.86666666667,27584.833333333336,78430.38333333333,Red,26164.0,26145.3,26213.15,25999.0,25949.2,36.099999999998545,False,24284.05,24134.884,24118.175,24135.38142857143,24111.392499999998,-6.41696083116243,-6.991799361830046,-7.0561905569343235,-6.989882429626239,-7.082328164259409
2023-06-15,26236.1,26283.9,26015.95,26145.3,26098.81,23905.0,SHREECEM.NS,2023-06-12,25380.55,26400.0,26213.15,25431.11666666667,26154.583333333336,24724.333333333336,26861.36666666667,24000.86666666667,27584.833333333336,78430.38333333333,Green,26236.1,26213.15,25999.0,25949.2,25660.75,-90.79999999999927,False,24171.465,24063.236,24066.628333333334,24092.91857142857,24058.305,-5.8037469676451385,-6.22551562210769,-6.212295691539281,-6.109842575027735,-6.24473174010892
2023-06-16,26170.0,26400.0,26110.05,26213.15,26166.54,31673.0,SHREECEM.NS,2023-06-12,25380.55,26400.0,26213.15,25431.11666666667,26154.583333333336,24724.333333333336,26861.36666666667,24000.86666666667,27584.833333333336,78430.38333333333,Red,26145.3,25999.0,25949.2,25660.75,25656.35,43.150000000001455,False,24043.085,23998.904,24018.890000000003,24048.754285714287,24007.151250000003,-6.287975491447534,-6.460178474334814,-6.3822796305787675,-6.265878483438647,-6.428033410832001
2023-06-19,26419.8,26580.0,25815.15,25999.0,25952.77,33881.0,SHREECEM.NS,2023-06-19,25066.0,26580.0,25145.25,25997.900000000005,26615.25000000001,25595.80000000001,27017.350000000006,24978.450000000004,27634.70000000001,79415.25000000001,Green,26213.15,25949.2,25660.75,25656.35,25145.25,-420.7999999999993,False,23947.6725,23957.43,23989.163333333334,24008.04857142857,23975.0875,-4.762639067020609,-4.723834521430488,-4.597634410740263,-4.522529816054438,-4.653612511309287
2023-06-20,25910.0,26188.8,25740.0,25949.2,25903.05,18089.0,SHREECEM.NS,2023-06-19,25066.0,26580.0,25145.25,25997.900000000005,26615.25000000001,25595.80000000001,27017.350000000006,24978.450000000004,27634.70000000001,79415.25000000001,Red,25999.0,25660.75,25656.35,25145.25,23702.15,39.20000000000073,False,23946.655,23973.426,24008.093333333334,24014.287142857145,23974.29625,1.0315730851420541,1.144520644751628,1.2907830442948538,1.3169148910843267,1.1481922526015484
